scheme_name,benchmark,riskometer,riskometer_benchmark,nav_date,nav_regular,nav_direct,return_1y_regular,return_1y_direct,return_1y_benchmark,info_ratio_1y_regular,info_ratio_1y_direct,return_3y_regular,return_3y_direct,return_3y_benchmark,info_ratio_3y_regular,info_ratio_3y_direct,return_5y_regular,return_5y_direct,return_5y_benchmark,info_ratio_5y_regular,info_ratio_5y_direct,return_10y_regular,return_10y_direct,return_10y_benchmark,info_ratio_10y_regular,info_ratio_10y_direct,return_since_launch_regular,return_since_launch_direct,return_since_launch_benchmark,return_since_launch_direct_benchmark,aum_cr,category,sub_category,source_file,Return 7 Days (%) Regular,Return 7 Days (%) Direct,Return 7 Days (%) Benchmark,Return 15 Days (%) Regular,Return 15 Days (%) Direct,Return 15 Days (%) Benchmark,Return 1 Month (%) Regular,Return 1 Month (%) Direct,Return 1 Month (%) Benchmark,Return 3 Month (%) Regular,Return 3 Month (%) Direct,Return 3 Month (%) Benchmark,Return 6 Month (%) Regular,Return 6 Month (%) Direct,Return 6 Month (%) Benchmark,Previous Month Closing AUM (Cr.),Previous Month Average AUM (Cr.)
HDFC Nifty G-Sec Jun 2036 Index Fund,Nifty G-Sec Jun 2036 Index,Moderate,Moderate,2026-02-24,12.8021,12.873,7.0508156,7.24104,6.8592887,,,,,,,,,,,,,,,,,,8.713019,8.916691,8.608362,8.608362,934.83,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty G-Sec June 2027 Index Fund,Nifty G-Sec Jun 2027 Index,Low to Moderate,Low to Moderate,2026-02-24,12.6145,12.677,7.5157466,7.68316,,,,7.7984447,7.9617395,,,,,,,,,,,,,,7.4914722,7.6569114,,,750.86,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty G-Sec Sep 2032 Index Fund,Nifty G-Sec Sep 2032 Index,Moderate,Moderate,2026-02-24,12.8591,12.9301,7.4789166,7.6575303,7.75574,,,8.479342,8.667667,,,,,,,,,,,,,,8.135755,8.321188,,,640.92,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Growth Sectors 15 ETF,Nifty Growth Sectors 15 TRI,Very High,Very High,2026-02-24,118.6301,,4.6469636,,5.1741114,,,10.716739,,11.238692,,,,,,,,,,,,,8.767723,,9.248517,,17.6,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty IT ETF,Nifty IT TRI,Very High,Very High,2026-02-24,31.8718,,-22.130194,,-22.013308,,,1.4104136,,1.6502898,,,,,,,,,,,,,1.9036765,,2.1469197,,56.81,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty India Digital Index Fund,Nifty India Digital TRI,Very High,Very High,2026-02-24,7.9014,7.9478,-6.70209,-6.254939,-5.787569,,,,,,,,,,,,,,,,,,-17.741556,-17.341728,-16.89525,-16.89525,139.52,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty LargeMidcap 250 Index Fund,Nifty LargeMidcap 250 TRI,Very High,Very High,2026-02-24,9.9995,10.0657,15.807333,16.34092,16.698593,,,,,,,,,,,,,,,,,,0.00072568865,0.47923753,0.7941885,0.7941885,421.54,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,Very High,Very High,2026-02-24,22.0629,,18.430546,,18.680573,,,24.559784,,24.876474,,,,,,,,,,,,,23.690773,,23.998755,,111.41,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Midcap 150 Index Fund,Nifty Midcap 150 TRI,Very High,Very High,2026-02-24,18.3262,18.6276,17.58418,18.16394,18.680573,,,,,,,,,,,,,,,,,,23.745996,24.455612,25.206085,25.206085,503.98,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty NEXT 50 ETF,Nifty Next 50 TRI,Very High,Very High,2026-02-24,71.0143,,17.489895,,17.802448,,,23.548119,,23.878082,,,,,,,,,,,,,16.092915,,16.393652,,97.6,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Next 50 Index Fund,Nifty Next 50 TRI,Very High,Very High,2026-02-24,16.1469,16.4513,16.920103,17.339144,17.802448,,,22.734112,23.173653,23.878082,,,,,,,,,,,,,11.751786,12.236826,12.906142,12.906142,2248.58,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty PSU Bank ETF,Nifty PSU Bank TRI,Very High,Very High,2026-02-24,98.9807,,65.546974,,66.23018,,,,,,,,,,,,,,,,,,24.646835,,25.10355,,34.27,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Private Bank ETF,Nifty Private Bank TRI,Very High,Very High,2026-02-24,29.3206,,18.893646,,19.076202,,,12.873189,,13.07674,,,,,,,,,,,,,9.693003,,9.888409,,366.87,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Realty Index Fund,Nifty Realty TRI,Very High,Very High,2026-02-24,8.8842,8.9662,-5.1350226,-4.703094,-4.379034,,,,,,,,,,,,,,,,,,-5.960065,-5.5089655,-5.1145334,-5.1145334,108.56,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty SDL Oct 2026 Index Fund,Nifty SDL Oct 2026 Index,Low to Moderate,Moderate,2026-02-24,12.4415,12.5001,7.0107684,7.16821,,,,7.5355377,7.7039514,,,,,,,,,,,,,,7.5355377,7.7039514,,,185.07,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Smallcap 250 ETF,Nifty Smallcap 250 TRI,Very High,Very High,2026-02-24,160.4335,,10.083657,,10.455504,,,21.195381,,21.687834,,,,,,,,,,,,,20.49793,,20.97167,,1709.45,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Smallcap 250 Index Fund,Nifty Smallcap 250 TRI,Very High,Very High,2026-02-24,17.0867,17.3612,9.460663,9.969406,10.455504,,,,,,,,,,,,,,,,,,20.751362,21.427816,22.348078,22.348078,563.68,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty Top 20 Equal Weight Index Fund,Nifty Top 20 Equal Weight TRI,Very High,Very High,2026-02-24,10.6379,10.6905,,,,,,,,,,,,,,,,,,,,,,,,,85.63,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 TRI,Very High,Very High,2026-02-24,21.0958,,12.770154,,13.156986,,,17.501049,,17.952402,,,,,,,,,,,,,16.490767,,16.95159,,13.25,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty100 Quality 30 ETF,Nifty 100 Quality 30 TRI,Very High,Very High,2026-02-24,57.4276,,8.573978,,8.818207,,,14.140931,,14.401888,,,,,,,,,,,,,12.342508,,12.58451,,20.45,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty100 Quality 30 Index Fund,Nifty 100 Quality 30 TRI,Very High,Very High,2026-02-24,10.6333,10.6845,7.874527,8.388452,8.818207,,,,,,,,,,,,,,,,,,6.2527847,6.7577834,7.1825995,7.1825995,151.26,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty50 Equal Weight Index Fund,NIFTY 50 Equal Weight TRI,Very High,Very High,2026-02-24,18.3672,18.8006,17.4456,17.995644,18.595068,,,19.111135,19.65124,20.259676,,,,,,,,,,,,,14.38633,14.977634,15.281812,15.281812,1703.84,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty50 Value 20 ETF,Nifty50 Value 20 TRI,Very High,Very High,2026-02-24,136.3567,,5.814096,,6.064317,,,12.986776,,13.271464,,,,,,,,,,,,,14.410724,,14.698311,,36.15,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Nifty500 Multicap 50:25:25 Index Fund,NIFTY 500 Multicap 50:25:25 Total Return Index,Very High,Very High,2026-02-24,9.7577,9.8288,13.696954,14.2312565,14.6822815,,,,,,,,,,,,,,,,,,-1.5917563,-1.1177856,-0.69180346,-0.69180346,433.78,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HDFC Silver ETF,Domestic Prices of physical Silver,Very High,Very High,2026-02-24,251.8846,,168.855,,,,,59.239235,,,,,,,,,,,,,,,57.403057,,,,8407.69,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HSBC Crisil IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,Low to Moderate,Low to Moderate,2026-02-24,12.9355,13.0313,7.74286,7.9080515,8.105751,,,7.9389424,8.138014,8.3714075,,,,,,,,,,,,,6.810049,7.0119667,7.159681,7.159681,1975.65,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HSBC Crisil IBX Gilt June 2027 Index Fund,CRISIL-IBX Gilt Index - June 2027,Low to Moderate,Low to Moderate,2026-02-24,12.3575,12.4523,7.449047,7.691842,7.8061485,,,,,,,,,,,,,,,,,,7.495144,7.776003,7.893717,7.893717,189.07,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HSBC Nifty 50 Index Fund,Nifty 50 TRI,Very High,Very High,2026-02-24,29.3567,29.9086,13.439186,13.713995,13.989542,,,14.08739,14.369633,14.641217,,,11.848177,12.181231,12.464637,,,,,,,,20.163479,20.545815,20.786036,20.786036,392.08,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
HSBC Nifty Next 50 Index Fund,Nifty Next 50 TRI,Very High,Very High,2026-02-24,29.7986,30.5787,16.67789,17.138676,17.802448,,,22.651613,23.181072,23.878082,,,14.668387,15.17352,15.882479,,,,,,,,20.470081,21.002245,21.600327,21.600327,145.67,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential BSE 500 ETF,BSE 500 TRI,Very High,Very High,2026-02-24,39.3346,,14.303565,,14.689441,,,17.171772,,17.564163,,,14.019901,,14.380484,,,,,,,,13.204315,,13.556636,,348.21,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential BSE Liquid Rate ETF - Growth,BSE Liquid Rate Index,Low,Low,2026-02-24,1050.8947,,,,,,,,,,,,,,,,,,,,,,,,,,904.61,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential BSE Midcap Select ETF,BSE Midcap Select TRI,Very High,Very High,2026-02-24,17.5976,,13.792791,,14.060012,,,23.355776,,23.691034,,,15.218791,,15.565043,,,,,,,,13.792946,,14.299149,,91.67,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential BSE Sensex ETF,BSE SENSEX TRI,Very High,Very High,2026-02-24,938.9133,,11.643242,,11.682061,,,12.724991,,12.755056,,,11.387664,,11.431882,,,14.799625,,14.945463,,,15.972565,,16.463243,,26900.87,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential BSE Sensex Index Fund,BSE SENSEX TRI,Very High,Very High,2026-02-24,26.9301,27.2884,11.321425,11.409418,11.682061,,,12.365122,12.458051,12.755056,,,10.975761,11.092338,11.431882,,,,,,,,12.465449,12.641857,12.996141,12.996141,1878.37,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund,CRISIL-IBX Financial Services 3-6 Months Debt Index,Low to Moderate,Low to Moderate,2026-02-24,10.6362,10.6515,,,,,,,,,,,,,,,,,,,,,,,,,458.93,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Gold ETF,Domestic price of Gold,High,High,2026-02-24,135.4697,,81.84292,,,,,40.21137,,,,,26.637915,,,,,16.796356,,,,,13.526127,,,,25823.35,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential NASDAQ 100 Index Fund,NASDAQ 100 TRI,Very High,Very High,2026-02-24,19.3771,19.7764,21.978256,22.545546,,,,31.336962,31.931597,,,,,,,,,,,,,,16.399185,16.945492,,,2784.76,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 10 yr Benchmark G-sec ETF,Nifty 10 yr Benchmark G-Sec Index,Moderate,Moderate,2026-02-24,259.9549,,5.636867,,5.896064,,,7.7620773,,8.114035,,,,,,,,,,,,,7.4098034,,7.7436466,,736.09,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 100 ETF,Nifty 100 TRI,Very High,Very High,2026-02-24,29.0219,,14.095044,,14.644353,,,15.503154,,16.069248,,,12.275807,,12.822619,,,14.672068,,15.269153,,,14.548769,,14.955159,,156.88,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 100 Low Volatility 30 ETF,Nifty 100 Low Volatility 30 TRI,Very High,Very High,2026-02-24,22.6707,,12.642724,,13.156986,,,17.383532,,17.952402,,,14.136447,,14.685581,,,,,,,,13.984857,,14.42101,,3740.75,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 200 Momentum 30 ETF,Nifty200 Momentum 30 TRI,Very High,Very High,2026-02-24,32.073,,13.298526,,13.904889,,,20.941088,,21.664507,,,,,,,,,,,,,16.991236,,17.43476,,587.14,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 200 Momentum 30 Index Fund,Nifty200 Momentum 30 TRI,Very High,Very High,2026-02-24,16.7736,17.149,12.32196,13.024623,13.904889,,,19.932922,20.673197,21.664507,,,,,,,,,,,,,15.642295,16.36374,17.432188,17.432188,566.93,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 200 Quality 30 ETF,Nifty 200 Quality 30 TRI,Very High,Very High,2026-02-24,20.7487,,7.370475,,7.7123866,,,,,,,,,,,,,,,,,,10.492098,,10.928684,,163.78,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,Nifty 5 yr Benchmark G-sec Index,Moderate,Moderate,2026-02-24,64.5283,,8.172766,,7.9675794,,,8.290938,,8.395945,,,,,,,,,,,,,6.981423,,7.074064,,19.35,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 50 ETF,Nifty 50 TRI,Very High,Very High,2026-02-24,286.1628,,13.956691,,13.989542,,,14.602133,,14.641217,,,12.4212475,,12.464637,,,15.017832,,15.138737,,,13.507354,,13.633496,,38111.67,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 50 Index Fund,Nifty 50 TRI,Very High,Very High,2026-02-24,256.227,267.2383,13.513054,13.706329,13.989542,,,14.143773,14.331049,14.641217,,,11.941889,12.160217,12.464637,,,14.331269,14.667097,15.138737,,,14.463208,12.693678,15.154394,13.026603,15482.53,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty 500 Index Fund,Nifty 500 TRI,Very High,Very High,2026-02-24,10.4327,10.5052,13.505015,14.169583,14.931403,,,,,,,,,,,,,,,,,,3.652454,4.2621393,4.720072,4.720072,68.58,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,Nifty Alpha Low -Volatility 30 TRI,Very High,Very High,2026-02-24,28.4309,,12.690007,,13.34063,,,18.637873,,19.370996,,,15.599448,,16.273542,,,,,,,,17.262604,,17.953226,,1597.8,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Auto ETF,Nifty Auto TRI,Very High,Very High,2026-02-24,28.7554,,30.69983,,31.031757,,,30.28015,,30.55425,,,,,,,,,,,,,24.489677,,24.778028,,178.21,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Auto Index Fund,Nifty Auto TRI,Very High,Very High,2026-02-24,22.0341,22.4369,29.646671,30.34933,31.031757,,,29.064428,29.74889,30.55425,,,,,,,,,,,,,26.371038,27.051104,27.928291,27.928291,212.11,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Bank ETF,Nifty Bank TRI,Very High,Very High,2026-02-24,62.4445,,26.264526,,26.474253,,,15.997956,,16.175192,,,11.505227,,11.676523,,,,,,,,11.381187,,11.667323,,3177.43,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Bank Index Fund,Nifty Bank TRI,Very High,Very High,2026-02-24,17.0881,17.5414,25.428295,26.192583,26.474253,,,15.122341,15.826043,16.175192,,,,,,,,,,,,,14.3861265,15.139872,15.631848,15.631848,716.38,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Commodities ETF,Nifty Commodities TRI,Very High,Very High,2026-02-24,101.2172,,28.004593,,28.404915,,,22.768604,,23.201141,,,,,,,,,,,,,17.277178,,17.721346,,118.58,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty EV & New Age Automotive ETF,Nifty EV and New Age Automotive TRI,Very High,Very High,2026-02-24,30.5667,,,,,,,,,,,,,,,,,,,,,,,,,,47.31,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty FMCG ETF,Nifty FMCG TRI,Very High,Very High,2026-02-24,55.8587,,1.1194725,,1.3674471,,,6.2213025,,6.4548745,,,,,,,,,,,,,9.622509,,9.891217,,801.21,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Financial Services Ex-Bank ETF,Nifty Financial Services Ex-Bank TRI,Very High,Very High,2026-02-24,32.444,,28.420902,,28.738598,,,26.624844,,26.96389,,,,,,,,,,,,,21.871986,,22.219055,,281.5,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund,Nifty G-sec Dec 2030 Index,Moderate,Moderate,2026-02-24,13.0322,13.1163,7.5095487,7.711069,8.130719,,,8.210853,8.416233,8.750861,,,,,,,,,,,,,8.16229,8.368615,8.750908,8.750908,842.08,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Healthcare ETF,NIFTY Healthcare TRI,Very High,Very High,2026-02-24,150.2359,,12.572092,,12.720598,,,24.747307,,24.939077,,,,,,,,,,,,,13.273497,,13.498342,,148.3,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty IT ETF,Nifty IT TRI,Very High,Very High,2026-02-24,33.1472,,-22.106293,,-22.013308,,,1.4645541,,1.6502898,,,5.8505373,,6.105301,,,,,,,,11.40773,,11.702577,,435.92,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty IT Index Fund,Nifty IT TRI,Very High,Very High,2026-02-24,10.4133,10.6087,-22.566181,-22.179106,-22.013308,,,0.7551521,1.2713492,1.6502898,,,,,,,,,,,,,1.1560905,1.69125,2.1114912,2.1114912,505.0,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty India Consumption ETF,Nifty India Consumption TRI,Very High,Very High,2026-02-24,120.4441,,11.881683,,12.129617,,,18.324135,,18.623945,,,,,,,,,,,,,13.177894,,13.482322,,54.89,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Infrastructure ETF,Nifty Infrastructure TRI,Very High,Very High,2026-02-24,99.0242,,22.398827,,23.082472,,,24.400227,,25.064953,,,,,,,,,,,,,20.69491,,20.781921,,403.24,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty LargeMidcap 250 Index Fund,Nifty LargeMidcap 250 TRI,Very High,Very High,2026-02-24,12.2358,12.3667,15.714812,16.305994,16.698593,,,,,,,,,,,,,,,,,,10.881959,11.4876375,12.011703,12.011703,250.04,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Metal ETF,Nifty Metal TRI,Very High,Very High,2026-02-24,12.1175,,43.706787,,44.299175,,,,,,,,,,,,,,,,,,22.74914,,23.401508,,1006.02,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Midcap 150 ETF,Nifty Midcap 150 TRI,Very High,Very High,2026-02-24,22.53,,18.571459,,18.680573,,,24.666328,,24.876474,,,20.501293,,20.77341,,,,,,,,21.896172,,22.206934,,632.38,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Midcap 150 Index Fund,Nifty Midcap 150 TRI,Very High,Very High,2026-02-24,18.9383,19.4971,17.491997,18.233032,18.680573,,,23.447718,24.257471,24.876474,,,,,,,,,,,,,16.5145,17.133556,17.987614,17.761848,973.47,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Next 50 ETF,Nifty Next 50 TRI,Very High,Very High,2026-02-24,73.3276,,17.707794,,17.802448,,,23.742933,,23.878082,,,15.728198,,15.882479,,,,,,,,12.331695,,12.569441,,2208.01,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Next 50 Index Fund,Nifty Next 50 TRI,Very High,Very High,2026-02-24,61.2741,64.7194,16.840317,17.270996,17.802448,,,22.868275,23.284073,23.878082,,,14.878772,15.313405,15.882479,,,15.1448,15.607893,16.332104,,,12.256305,14.451061,13.617589,15.207052,8393.71,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Oil & Gas ETF,Nifty Oil & Gas TRI,Very High,Very High,2026-02-24,12.371,,23.002735,,23.5331,,,,,,,,,,,,,,,,,,-1.8123153,,-1.4966867,,284.83,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty PSU Bank ETF,Nifty PSU Bank TRI,Very High,Very High,2026-02-24,99.2611,,65.43489,,66.23018,,,,,,,,,,,,,,,,,,40.49889,,41.161682,,134.46,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund,Nifty PSU Bond Plus SDL SEP 2027 40:60 Index,Low to Moderate,Low to Moderate,2026-02-24,12.8671,12.9765,7.4640455,7.657527,7.977785,,,7.667002,7.8703713,8.149468,,,,,,,,,,,,,5.8815165,6.08494,6.4131074,6.4131074,9129.89,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Pharma Index Fund,Nifty Pharma TRI,Very High,Very High,2026-02-24,17.1656,17.5159,10.638023,11.302519,11.80057,,,22.557062,23.327991,24.433838,,,,,,,,,,,,,18.394339,19.144129,20.172342,20.172342,95.03,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Private Bank ETF,Nifty Private Bank TRI,Very High,Very High,2026-02-24,29.0661,,18.89191,,19.076202,,,12.873435,,13.07674,,,8.787266,,8.968685,,,,,,,,9.687478,,10.098529,,3118.33,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Private Bank Index Fund,Nifty Private Bank TRI,Very High,Very High,2026-02-24,10.3025,10.3376,,,,,,,,,,,,,,,,,,,,,,,,,22.31,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty SDL Dec 2028 Index Fund,Nifty SDL Dec 2028 Index,Moderate,Moderate,2026-02-24,13.0126,13.0915,7.737144,7.919511,7.999084,,,8.05628,8.247473,8.519703,,,,,,,,,,,,,8.120922,8.314891,8.622412,8.622412,845.99,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty SDL Sep 2026 Index Fund,Nifty SDL Sep 2026 Index,Low,Low to Moderate,2026-02-24,12.4702,12.5499,6.899035,7.1020765,7.1621847,,,7.427436,7.642775,7.8692555,,,,,,,,,,,,,7.186745,7.4016457,7.6177497,7.6177497,255.98,Other,Index / ETF Fund,Fund-Performance-26-Feb-2026--1340.xlsx,,,,,,,,,,,,,,,,,
