scheme_code,scheme_name,amc,scheme_type,scheme_category_full,category,sub_category
101281,HDFC BSE Sensex Index Fund - Growth Plan,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
101525,HDFC Nifty 50 Index Fund - Growth Plan,HDFC Asset Management Company Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
101539,Sundaram Mid Cap Fund Regular Plan - Growth,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101304,DSP Short Term Fund - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
104523,SBI ESG Exclusionary Strategy Fund - Regular Plan - Growth,SBI Funds Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101588,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
101314,Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan,Aditya Birla Sun Life AMC Limited,Open Ended,Other Scheme - Index Funds,Other,Index Funds
101619,ICICI Prudential Savings Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
111794,ICICI Prudential Savings Fund Retail Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
101592,Aditya Birla Sun Life MIDCAP Fund-Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
101144,ICICI Prudential Multi-Asset Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
115269,ICICI Prudential Multi-Asset Fund- Institutional Growth Option,ICICI Prudential Asset Management Company Limited,Open Ended,Hybrid Scheme - Multi Asset Allocation,Hybrid,Multi Asset Allocation
101594,HSBC Large Cap Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101685,HSBC Medium to Long Duration Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Medium to Long Duration Fund,Debt,Medium to Long Duration Fund
118902,HSBC Liquid Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
118907,HSBC Liquid Fund - Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101906,Tata Equity Savings Fund -Regular Plan-Growth Option,Tata Asset Management Limited,Open Ended,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
101665,Nippon India Short Duration  Fund-Growth Plan,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101635,DSP Large Cap Fund - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101643,ICICI Prudential Long Term Bond Fund-Institutional Option-Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Long Duration Fund,Debt,Long Duration Fund
101750,ICICI Prudential Liquid Fund Retail Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101751,ICICI Prudential Liquid Institutional Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101758,ICICI Prudential Short Term Fund - Growth Option,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101793,ICICI Prudential Floating Interest Fund Plan B - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
101802,ICICI Prudential Floating Interest Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
101795,ICICI Prudential Floating Interest Fund Plan A - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
101797,ICICI Prudential Savings Fund Plan C - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
101837,DSP Credit Risk Fund - Regular Plan -Growth,DSP Asset Managers Private Limited,Open Ended,Debt Scheme - Credit Risk Fund,Debt,Credit Risk Fund
101844,Aditya Birla Sun Life Short Term Fund - Growth - Regular Plan,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Short Duration Fund,Debt,Short Duration Fund
101862,Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101869,LIC MF Conservative Hybrid Fund-Regular Plan-Growth,LIC Mutual Fund Asset Management Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
101971,Aditya Birla Sun Life Money Manager Fund - Retail Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101976,Aditya Birla Sun Life Money Manager Fund - Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101830,LIC MF Low Duration Fund-Regular Plan-Growth,LIC Mutual Fund Asset Management Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
101762,HDFC Flexi Cap Fund - Growth Plan,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
101979,HDFC ELSS Tax saver - Growth Plan,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - ELSS,Equity,ELSS
101872,HDFC Dynamic Debt Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101989,HDFC Medium Term Debt Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
101993,HDFC Money Market Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
101996,HDFC Overnight Fund - Growth Option,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Overnight Fund,Debt,Overnight Fund
102000,HDFC Large Cap Fund - Growth Option - Regular Plan,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Large Cap Fund,Equity,Large Cap Fund
101806,JM Dynamic Bond Fund (Regular) - Growth Option,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
101808,JM Dynamic Bond Fund - Premium Plan - Growth Option,JM Financial Asset Management Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
102009,UTI-  Liquid Cash Plan- Discontinued - Regular Plan -Growth,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
102012,UTI-  Liquid Cash Plan - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
101893,Kotak Money Market Fund - (Growth),Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
102020,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,Baroda BNP Paribas Asset Management India Private Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
101922,CANARA ROBECO FLEXICAP FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Asset Management Company Limited,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
101656,Franklin India Dynamic Asset Allocation Active Fund of Funds-Growth,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
102133,ICICI Prudential Multi Sector Passive FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
102135,ICICI Prudential Aggressive Hybrid Active FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
102137,ICICI Prudential Dynamic Asset Allocation Active FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
102139,ICICI Prudential Income Plus Arbitrage Omni FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
102141,ICICI Prudential Diversified Debt Strategy Active FOF - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
102147,HDFC Hybrid Debt Fund - Growth Plan,HDFC Asset Management Company Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102172,Nippon India Conservative Hybrid  Fund-Growth Plan,Nippon Life India Asset Management Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
148293,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Growth Plan,Nippon Life India Asset Management Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
148141,Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Growth Plan,Nippon Life India Asset Management Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102252,HSBC Flexi Cap Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Equity Scheme - Flexi Cap Fund,Equity,Flexi Cap Fund
102262,HSBC Conservative Hybrid Fund - Regular Growth,HSBC Asset Management (India) Private Ltd.,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102330,ICICI Prudential Regular Savings Fund - Plan - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102394,UTI Mid Cap Fund-Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
102395,UTI Infrastructure Fund-Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
102398,UTI-Transportation and Logistics  Fund-Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
102401,UTI Banking and Financial Services Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101262,Nippon India Power & Infra Fund-Growth Plan -Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101818,Aditya Birla Sun Life Regular Savings Fund - Growth / Payment - Regular Plan,Aditya Birla Sun Life AMC Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102431,Nippon India Pharma Fund-Growth Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
102434,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
102444,DSP Merrill Lynch Savings Plus Fund-Conservative-Growth,DSP Asset Managers Private Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102448,DSP Regular Savings Fund- Regular Plan - Growth,DSP Asset Managers Private Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102449,DSP Merrill Lynch Savings Plus Fund - Aggressive-Growth,DSP Asset Managers Private Limited,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102452,HDFC Low Duration  Fund - Growth,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
105544,HDFC Low Duration Fund- Wholesale- Growth,HDFC Asset Management Company Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
102441,Franklin India Liquid Fund - Institution-Growth,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Debt Scheme - Liquid Fund,Debt,Liquid Fund
102512,UTI - GILT FUND - Discontinued PF Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
102510,UTI - GILT FUND - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Gilt Fund,Debt,Gilt Fund
102532,UTI Ultra Short Duration Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
112083,UTI Ultra Short Duration Fund - Discontinued - INSTN GROWTH OPTION,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
102535,UTI Conservative Hybrid Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Hybrid Scheme - Conservative Hybrid Fund,Hybrid,Conservative Hybrid Fund
102540,UTI Low Duration Fund - Discontinued Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
102544,UTI Low Duration Fund - Regular Plan - Growth Option,UTI Asset Mgmt. Co. Ltd.,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
102574,Kotak Multi Asset Omni FOF - Growth- Regular,Kotak Mahindra Asset Management Company Limited.,Open Ended,Other Scheme - FoF Domestic,Other,FoF Domestic
102591,Kotak Savings Fund -Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Debt Scheme - Ultra Short Duration Fund,Debt,Ultra Short Duration Fund
102673,Nippon India Floater Fund - Growth Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Floater Fund,Debt,Floater Fund
102741,ICICI Prudential Medium Term Bond Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
102743,ICICI Prudential Medium Term Bond Fund-Plan B-Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Debt Scheme - Medium Duration Fund,Debt,Medium Duration Fund
102751,Nippon India Consumption Fund-Growth Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
101585,HDFC Equity Savings Fund - GROWTH PLAN,HDFC Asset Management Company Limited,Open Ended,Hybrid Scheme - Equity Savings,Hybrid,Equity Savings
102760,HDFC Focused Fund - GROWTH PLAN,HDFC Asset Management Company Limited,Open Ended,Equity Scheme - Focused Fund,Equity,Focused Fund
102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,Aditya Birla Sun Life AMC Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
102528,ICICI Prudential MidCap Fund - Growth,ICICI Prudential Asset Management Company Limited,Open Ended,Equity Scheme - Mid Cap Fund,Equity,Mid Cap Fund
102849,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Dynamic Bond,Debt,Dynamic Bond
100789,Sundaram Corporate Bond Fund Regular Plan- Growth,Sundaram Asset Management Company Ltd,Open Ended,Debt Scheme - Corporate Bond Fund,Debt,Corporate Bond Fund
100795,Sundaram Small Cap Fund Regular Plan - Growth,Sundaram Asset Management Company Ltd,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
102875,Kotak-Small Cap Fund - Growth,Kotak Mahindra Asset Management Company Limited.,Open Ended,Equity Scheme - Small Cap Fund,Equity,Small Cap Fund
102883,Franklin India Large & Mid Cap Fund - Growth Plan,Franklin Templeton Asset Management (India) Private Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
102911,CANFLOATING RATE-SHORT TERM PLAN-GROWTH OPTION,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
102913,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
102916,CANFLOATING RATE-LONG TERM PLAN-GROWTH OPTION,Canara Robeco Asset Management Company Limited,Open Ended,Debt Scheme - Low Duration Fund,Debt,Low Duration Fund
102920,CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Asset Management Company Limited,Open Ended,Equity Scheme - Large & Mid Cap Fund,Equity,Large & Mid Cap Fund
101161,Nippon India Multi Cap Fund-Growth Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
106253,Nippon India Multi Cap Fund Institutional Plan Growth Plan Growth Option,Nippon Life India Asset Management Limited,Open Ended,Equity Scheme - Multi Cap Fund,Equity,Multi Cap Fund
102948,HDFC Hybrid Equity Fund - Growth Plan,HDFC Asset Management Company Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
102949,HDFC Premier Multi-Cap Fund-Growth,HDFC Asset Management Company Limited,Open Ended,Hybrid Scheme - Aggressive Hybrid Fund,Hybrid,Aggressive Hybrid Fund
103048,Nippon India Money Market Fund-Growth Plan-Growth Option,Nippon Life India Asset Management Limited,Open Ended,Debt Scheme - Money Market Fund,Debt,Money Market Fund
103111,Aditya Birla Sun Life Consumption Fund-Growth Option,Aditya Birla Sun Life AMC Limited,Open Ended,Equity Scheme - Sectoral/ Thematic,Equity,Sectoral/ Thematic
